# Time	E	I	Z
1.554850000000000136e+02 9.999999999742806844e-01 9.999997573002816775e-01 9.999992876256184049e-01
1.554900000000000091e+02 9.999999999742902324e-01 9.999997573538791373e-01 9.999992877300052374e-01
1.554950000000000045e+02 9.999999999742997803e-01 9.999997574073766771e-01 9.999992878342042202e-01
1.555000000000000000e+02 9.999999999743093282e-01 9.999997574607742967e-01 9.999992879382151312e-01
1.555049999999999955e+02 9.999999999743188761e-01 9.999997575140719963e-01 9.999992880420379704e-01
1.555099999999999909e+02 9.999999999743283130e-01 9.999997575672696648e-01 9.999992881456726268e-01
1.555150000000000148e+02 9.999999999743377499e-01 9.999997576203673022e-01 9.999992882491191004e-01
1.555200000000000102e+02 9.999999999743471868e-01 9.999997576733649085e-01 9.999992883523771692e-01
1.555250000000000057e+02 9.999999999743566237e-01 9.999997577262624837e-01 9.999992884554468331e-01
1.555300000000000011e+02 9.999999999743660606e-01 9.999997577790599168e-01 9.999992885583279811e-01
1.555349999999999966e+02 9.999999999743754975e-01 9.999997578317573188e-01 9.999992886610205023e-01
1.555399999999999920e+02 9.999999999743848234e-01 9.999997578843545787e-01 9.999992887635242855e-01
1.555450000000000159e+02 9.999999999743941492e-01 9.999997579368515854e-01 9.999992888658393309e-01
1.555500000000000114e+02 9.999999999744034751e-01 9.999997579892484501e-01 9.999992889679654162e-01
1.555550000000000068e+02 9.999999999744128010e-01 9.999997580415450615e-01 9.999992890699025416e-01
1.555600000000000023e+02 9.999999999744221268e-01 9.999997580937415309e-01 9.999992891716505961e-01
1.555649999999999977e+02 9.999999999744314527e-01 9.999997581458376361e-01 9.999992892732095795e-01
1.555699999999999932e+02 9.999999999744406676e-01 9.999997581978334882e-01 9.999992893745792699e-01
1.555750000000000171e+02 9.999999999744498824e-01 9.999997582497290871e-01 9.999992894757596673e-01
1.555800000000000125e+02 9.999999999744590973e-01 9.999997583015243219e-01 9.999992895767506607e-01
1.555850000000000080e+02 9.999999999744683121e-01 9.999997583532191925e-01 9.999992896775522500e-01
1.555900000000000034e+02 9.999999999744775270e-01 9.999997584048136989e-01 9.999992897781642132e-01
1.555949999999999989e+02 9.999999999744867418e-01 9.999997584563077302e-01 9.999992898785865503e-01
1.555999999999999943e+02 9.999999999744958457e-01 9.999997585077012863e-01 9.999992899788191503e-01
1.556049999999999898e+02 9.999999999745049495e-01 9.999997585589944782e-01 9.999992900788619021e-01
1.556100000000000136e+02 9.999999999745140533e-01 9.999997586101870839e-01 9.999992901787148059e-01
1.556150000000000091e+02 9.999999999745231571e-01 9.999997586612792144e-01 9.999992902783776394e-01
1.556200000000000045e+02 9.999999999745322610e-01 9.999997587122708698e-01 9.999992903778504028e-01
1.556250000000000000e+02 9.999999999745412538e-01 9.999997587631619389e-01 9.999992904771329849e-01
1.556299999999999955e+02 9.999999999745502466e-01 9.999997588139524218e-01 9.999992905762253859e-01
1.556349999999999909e+02 9.999999999745592394e-01 9.999997588646423186e-01 9.999992906751273836e-01
1.556400000000000148e+02 9.999999999745682322e-01 9.999997589152315181e-01 9.999992907738389780e-01
1.556450000000000102e+02 9.999999999745772250e-01 9.999997589657201313e-01 9.999992908723601692e-01
1.556500000000000057e+02 9.999999999745862178e-01 9.999997590161080474e-01 9.999992909706907351e-01
1.556550000000000011e+02 9.999999999745950996e-01 9.999997590663952662e-01 9.999992910688306758e-01
1.556599999999999966e+02 9.999999999746039814e-01 9.999997591165816768e-01 9.999992911667798801e-01
1.556649999999999920e+02 9.999999999746128632e-01 9.999997591666673902e-01 9.999992912645382370e-01
1.556700000000000159e+02 9.999999999746217449e-01 9.999997592166522953e-01 9.999992913621056356e-01
1.556750000000000114e+02 9.999999999746306267e-01 9.999997592665363921e-01 9.999992914594820759e-01
1.556800000000000068e+02 9.999999999746395085e-01 9.999997593163196807e-01 9.999992915566674467e-01
1.556850000000000023e+02 9.999999999746482793e-01 9.999997593660021611e-01 9.999992916536616372e-01
1.556899999999999977e+02 9.999999999746570500e-01 9.999997594155837222e-01 9.999992917504646472e-01
1.556949999999999932e+02 9.999999999746658208e-01 9.999997594650644750e-01 9.999992918470763659e-01
1.557000000000000171e+02 9.999999999746745916e-01 9.999997595144443086e-01 9.999992919434966820e-01
1.557050000000000125e+02 9.999999999746833623e-01 9.999997595637232228e-01 9.999992920397254847e-01
1.557100000000000080e+02 9.999999999746921331e-01 9.999997596129011068e-01 9.999992921357627740e-01
1.557150000000000034e+02 9.999999999747007928e-01 9.999997596619780715e-01 9.999992922316084387e-01
1.557199999999999989e+02 9.999999999747094526e-01 9.999997597109540060e-01 9.999992923272623679e-01
1.557249999999999943e+02 9.999999999747181123e-01 9.999997597598289101e-01 9.999992924227244506e-01
1.557299999999999898e+02 9.999999999747267720e-01 9.999997598086027839e-01 9.999992925179946868e-01
1.557350000000000136e+02 9.999999999747354318e-01 9.999997598572756274e-01 9.999992926130729654e-01
1.557400000000000091e+02 9.999999999747440915e-01 9.999997599058473297e-01 9.999992927079591754e-01
1.557450000000000045e+02 9.999999999747526402e-01 9.999997599543178906e-01 9.999992928026533168e-01
1.557500000000000000e+02 9.999999999747611890e-01 9.999997600026873101e-01 9.999992928971552786e-01
1.557549999999999955e+02 9.999999999747697377e-01 9.999997600509555884e-01 9.999992929914649498e-01
1.557599999999999909e+02 9.999999999747782864e-01 9.999997600991227253e-01 9.999992930855822193e-01
1.557650000000000148e+02 9.999999999747868351e-01 9.999997601471886099e-01 9.999992931795070872e-01
1.557700000000000102e+02 9.999999999747953838e-01 9.999997601951533532e-01 9.999992932732394424e-01
1.557750000000000057e+02 9.999999999748038215e-01 9.999997602430168442e-01 9.999992933667792849e-01
1.557800000000000011e+02 9.999999999748122592e-01 9.999997602907790828e-01 9.999992934601263928e-01
1.557849999999999966e+02 9.999999999748206969e-01 9.999997603384399580e-01 9.999992935532807659e-01
1.557899999999999920e+02 9.999999999748291346e-01 9.999997603859995809e-01 9.999992936462424042e-01
1.557950000000000159e+02 9.999999999748375723e-01 9.999997604334578405e-01 9.999992937390110859e-01
1.558000000000000114e+02 9.999999999748460100e-01 9.999997604808147367e-01 9.999992938315868107e-01
1.558050000000000068e+02 9.999999999748543367e-01 9.999997605280702695e-01 9.999992939239694678e-01
1.558100000000000023e+02 9.999999999748626633e-01 9.999997605752244390e-01 9.999992940161590571e-01
1.558149999999999977e+02 9.999999999748709900e-01 9.999997606222771340e-01 9.999992941081554676e-01
1.558199999999999932e+02 9.999999999748793167e-01 9.999997606692284657e-01 9.999992941999585883e-01
1.558250000000000171e+02 9.999999999748876434e-01 9.999997607160783231e-01 9.999992942915683081e-01
1.558300000000000125e+02 9.999999999748958590e-01 9.999997607628267060e-01 9.999992943829846270e-01
1.558350000000000080e+02 9.999999999749040747e-01 9.999997608094736146e-01 9.999992944742074341e-01
1.558400000000000034e+02 9.999999999749122903e-01 9.999997608560189377e-01 9.999992945652367293e-01
1.558449999999999989e+02 9.999999999749205060e-01 9.999997609024627865e-01 9.999992946560722906e-01
1.558499999999999943e+02 9.999999999749287216e-01 9.999997609488050498e-01 9.999992947467142290e-01
1.558549999999999898e+02 9.999999999749369373e-01 9.999997609950457278e-01 9.999992948371623225e-01
1.558600000000000136e+02 9.999999999749450419e-01 9.999997610411848203e-01 9.999992949274165710e-01
1.558650000000000091e+02 9.999999999749531465e-01 9.999997610872223275e-01 9.999992950174768636e-01
1.558700000000000045e+02 9.999999999749612511e-01 9.999997611331581382e-01 9.999992951073430891e-01
1.558750000000000000e+02 9.999999999749693558e-01 9.999997611789922525e-01 9.999992951970152477e-01
1.558799999999999955e+02 9.999999999749774604e-01 9.999997612247247813e-01 9.999992952864932283e-01
1.558849999999999909e+02 9.999999999749855650e-01 9.999997612703556138e-01 9.999992953757770309e-01
1.558900000000000148e+02 9.999999999749935586e-01 9.999997613158846388e-01 9.999992954648664334e-01
1.558950000000000102e+02 9.999999999750015522e-01 9.999997613613119674e-01 9.999992955537614359e-01
1.559000000000000057e+02 9.999999999750095458e-01 9.999997614066374885e-01 9.999992956424620383e-01
1.559050000000000011e+02 9.999999999750175395e-01 9.999997614518613132e-01 9.999992957309681296e-01
1.559099999999999966e+02 9.999999999750255331e-01 9.999997614969833304e-01 9.999992958192795989e-01
1.559149999999999920e+02 9.999999999750335267e-01 9.999997615420035402e-01 9.999992959073963350e-01
1.559200000000000159e+02 9.999999999750414093e-01 9.999997615869218315e-01 9.999992959953183380e-01
1.559250000000000114e+02 9.999999999750492918e-01 9.999997616317383153e-01 9.999992960830454969e-01
1.559300000000000068e+02 9.999999999750571744e-01 9.999997616764528807e-01 9.999992961705778116e-01
1.559350000000000023e+02 9.999999999750650570e-01 9.999997617210655276e-01 9.999992962579151712e-01
1.559399999999999977e+02 9.999999999750729396e-01 9.999997617655762561e-01 9.999992963450574646e-01
1.559449999999999932e+02 9.999999999750808222e-01 9.999997618099850660e-01 9.999992964320046918e-01
1.559500000000000171e+02 9.999999999750885937e-01 9.999997618542919575e-01 9.999992965187567417e-01
1.559550000000000125e+02 9.999999999750963653e-01 9.999997618984969305e-01 9.999992966053135035e-01
1.559600000000000080e+02 9.999999999751041369e-01 9.999997619425998741e-01 9.999992966916749770e-01
1.559650000000000034e+02 9.999999999751119084e-01 9.999997619866007881e-01 9.999992967778410513e-01
1.559699999999999989e+02 9.999999999751196800e-01 9.999997620304996726e-01 9.999992968638117263e-01
1.559749999999999943e+02 9.999999999751274515e-01 9.999997620742965276e-01 9.999992969495868911e-01
1.559799999999999898e+02 9.999999999751351121e-01 9.999997621179913532e-01 9.999992970351664345e-01
1.559850000000000136e+02 9.999999999751427726e-01 9.999997621615840382e-01 9.999992971205502457e-01
1.559900000000000091e+02 9.999999999751504332e-01 9.999997622050745827e-01 9.999992972057383245e-01
1.559950000000000045e+02 9.999999999751580937e-01 9.999997622484630977e-01 9.999992972907306710e-01
1.560000000000000000e+02 9.999999999751657542e-01 9.999997622917494722e-01 9.999992973755270631e-01
1.560049999999999955e+02 9.999999999751734148e-01 9.999997623349335951e-01 9.999992974601276119e-01
1.560099999999999909e+02 9.999999999751809643e-01 9.999997623780155775e-01 9.999992975445320953e-01
1.560150000000000148e+02 9.999999999751885138e-01 9.999997624209954195e-01 9.999992976287405133e-01
1.560200000000000102e+02 9.999999999751960633e-01 9.999997624638730098e-01 9.999992977127527549e-01
1.560250000000000057e+02 9.999999999752036128e-01 9.999997625066483486e-01 9.999992977965688201e-01
1.560300000000000011e+02 9.999999999752111624e-01 9.999997625493214359e-01 9.999992978801885979e-01
1.560349999999999966e+02 9.999999999752187119e-01 9.999997625918922717e-01 9.999992979636119772e-01
1.560399999999999920e+02 9.999999999752261504e-01 9.999997626343608559e-01 9.999992980468389581e-01
1.560450000000000159e+02 9.999999999752335889e-01 9.999997626767270775e-01 9.999992981298695405e-01
1.560500000000000114e+02 9.999999999752410274e-01 9.999997627189910476e-01 9.999992982127035024e-01
1.560550000000000068e+02 9.999999999752484658e-01 9.999997627611526552e-01 9.999992982953408438e-01
1.560600000000000023e+02 9.999999999752559043e-01 9.999997628032119001e-01 9.999992983777815647e-01
1.560649999999999977e+02 9.999999999752633428e-01 9.999997628451687826e-01 9.999992984600255541e-01
1.560699999999999932e+02 9.999999999752706703e-01 9.999997628870233024e-01 9.999992985420727010e-01
1.560750000000000171e+02 9.999999999752779978e-01 9.999997629287753487e-01 9.999992986239228943e-01
1.560800000000000125e+02 9.999999999752853252e-01 9.999997629704250324e-01 9.999992987055762450e-01
1.560850000000000080e+02 9.999999999752926527e-01 9.999997630119722425e-01 9.999992987870325312e-01
1.560900000000000034e+02 9.999999999752999802e-01 9.999997630534169790e-01 9.999992988682917527e-01
1.560949999999999989e+02 9.999999999753073077e-01 9.999997630947592420e-01 9.999992989493537987e-01
1.560999999999999943e+02 9.999999999753145241e-01 9.999997631359990313e-01 9.999992990302186691e-01
1.561049999999999898e+02 9.999999999753217406e-01 9.999997631771363471e-01 9.999992991108862528e-01
1.561100000000000136e+02 9.999999999753289570e-01 9.999997632181710783e-01 9.999992991913565499e-01
1.561150000000000091e+02 9.999999999753361735e-01 9.999997632591033359e-01 9.999992992716294493e-01
1.561200000000000045e+02 9.999999999753433899e-01 9.999997632999330088e-01 9.999992993517048401e-01
1.561250000000000000e+02 9.999999999753506064e-01 9.999997633406600972e-01 9.999992994315827222e-01
1.561299999999999955e+02 9.999999999753577118e-01 9.999997633812846010e-01 9.999992995112629846e-01
1.561349999999999909e+02 9.999999999753648172e-01 9.999997634218065201e-01 9.999992995907456272e-01
1.561400000000000148e+02 9.999999999753719226e-01 9.999997634622257436e-01 9.999992996700305392e-01
1.561450000000000102e+02 9.999999999753790281e-01 9.999997635025423826e-01 9.999992997491176094e-01
1.561500000000000057e+02 9.999999999753861335e-01 9.999997635427563258e-01 9.999992998280068379e-01
1.561550000000000011e+02 9.999999999753932389e-01 9.999997635828675735e-01 9.999992999066982247e-01
1.561599999999999966e+02 9.999999999754002333e-01 9.999997636228761255e-01 9.999992999851916586e-01
1.561649999999999920e+02 9.999999999754072277e-01 9.999997636627819819e-01 9.999993000634870288e-01
1.561700000000000159e+02 9.999999999754142221e-01 9.999997637025851427e-01 9.999993001415843352e-01
1.561750000000000114e+02 9.999999999754212165e-01 9.999997637422854968e-01 9.999993002194834668e-01
1.561800000000000068e+02 9.999999999754282110e-01 9.999997637818831553e-01 9.999993002971843126e-01
1.561850000000000023e+02 9.999999999754350943e-01 9.999997638213780071e-01 9.999993003746868725e-01
1.561899999999999977e+02 9.999999999754419777e-01 9.999997638607700523e-01 9.999993004519911466e-01
1.561949999999999932e+02 9.999999999754488611e-01 9.999997639000592908e-01 9.999993005290970238e-01
1.562000000000000171e+02 9.999999999754557445e-01 9.999997639392457227e-01 9.999993006060043932e-01
1.562050000000000125e+02 9.999999999754626279e-01 9.999997639783293479e-01 9.999993006827132547e-01
1.562100000000000080e+02 9.999999999754695112e-01 9.999997640173101665e-01 9.999993007592234973e-01
1.562150000000000034e+02 9.999999999754762836e-01 9.999997640561880674e-01 9.999993008355351209e-01
1.562199999999999989e+02 9.999999999754830560e-01 9.999997640949631617e-01 9.999993009116480147e-01
1.562249999999999943e+02 9.999999999754898283e-01 9.999997641336353382e-01 9.999993009875621786e-01
1.562299999999999898e+02 9.999999999754966007e-01 9.999997641722045971e-01 9.999993010632775015e-01
1.562350000000000136e+02 9.999999999755033731e-01 9.999997642106709383e-01 9.999993011387938724e-01
1.562400000000000091e+02 9.999999999755101454e-01 9.999997642490343619e-01 9.999993012141112914e-01
1.562450000000000045e+02 9.999999999755168067e-01 9.999997642872947567e-01 9.999993012892297584e-01
1.562500000000000000e+02 9.999999999755234681e-01 9.999997643254522339e-01 9.999993013641491624e-01
1.562549999999999955e+02 9.999999999755301294e-01 9.999997643635066824e-01 9.999993014388693924e-01
1.562599999999999909e+02 9.999999999755367908e-01 9.999997644014581022e-01 9.999993015133904484e-01
1.562650000000000148e+02 9.999999999755434521e-01 9.999997644393064933e-01 9.999993015877123304e-01
1.562700000000000102e+02 9.999999999755501134e-01 9.999997644770518557e-01 9.999993016618348163e-01
1.562750000000000057e+02 9.999999999755566638e-01 9.999997645146941894e-01 9.999993017357580172e-01
1.562800000000000011e+02 9.999999999755632141e-01 9.999997645522334944e-01 9.999993018094818220e-01
1.562849999999999966e+02 9.999999999755697644e-01 9.999997645896696596e-01 9.999993018830061198e-01
1.562899999999999920e+02 9.999999999755763147e-01 9.999997646270027962e-01 9.999993019563309105e-01
1.562950000000000159e+02 9.999999999755828650e-01 9.999997646642327931e-01 9.999993020294560830e-01
1.563000000000000114e+02 9.999999999755894153e-01 9.999997647013596502e-01 9.999993021023815265e-01
1.563050000000000068e+02 9.999999999755958546e-01 9.999997647383833677e-01 9.999993021751073519e-01
1.563100000000000023e+02 9.999999999756022939e-01 9.999997647753039454e-01 9.999993022476333371e-01
1.563149999999999977e+02 9.999999999756087332e-01 9.999997648121213834e-01 9.999993023199594822e-01
1.563199999999999932e+02 9.999999999756151725e-01 9.999997648488356816e-01 9.999993023920857871e-01
1.563250000000000171e+02 9.999999999756216118e-01 9.999997648854467291e-01 9.999993024640121408e-01
1.563300000000000125e+02 9.999999999756280511e-01 9.999997649219546370e-01 9.999993025357385434e-01
1.563350000000000080e+02 9.999999999756343794e-01 9.999997649583592940e-01 9.999993026072648838e-01
1.563400000000000034e+02 9.999999999756407076e-01 9.999997649946607003e-01 9.999993026785911621e-01
1.563449999999999989e+02 9.999999999756470359e-01 9.999997650308588559e-01 9.999993027497172671e-01
1.563499999999999943e+02 9.999999999756533642e-01 9.999997650669537608e-01 9.999993028206430878e-01
1.563549999999999898e+02 9.999999999756596925e-01 9.999997651029454149e-01 9.999993028913686244e-01
1.563600000000000136e+02 9.999999999756660207e-01 9.999997651388338182e-01 9.999993029618938767e-01
1.563650000000000091e+02 9.999999999756722380e-01 9.999997651746188598e-01 9.999993030322187337e-01
1.563700000000000045e+02 9.999999999756784552e-01 9.999997652103005397e-01 9.999993031023431955e-01
1.563750000000000000e+02 9.999999999756846725e-01 9.999997652458789688e-01 9.999993031722671510e-01
1.563799999999999955e+02 9.999999999756908897e-01 9.999997652813540361e-01 9.999993032419906003e-01
1.563849999999999909e+02 9.999999999756971070e-01 9.999997653167257416e-01 9.999993033115134322e-01
1.563900000000000148e+02 9.999999999757033242e-01 9.999997653519940854e-01 9.999993033808355358e-01
1.563950000000000102e+02 9.999999999757094304e-01 9.999997653871590675e-01 9.999993034499570221e-01
1.564000000000000057e+02 9.999999999757155367e-01 9.999997654222205767e-01 9.999993035188776691e-01
1.564050000000000011e+02 9.999999999757216429e-01 9.999997654571787242e-01 9.999993035875974767e-01
1.564099999999999966e+02 9.999999999757277491e-01 9.999997654920333989e-01 9.999993036561164450e-01
1.564149999999999920e+02 9.999999999757338554e-01 9.999997655267847119e-01 9.999993037244344629e-01
1.564200000000000159e+02 9.999999999757399616e-01 9.999997655614325520e-01 9.999993037925515305e-01
1.564250000000000114e+02 9.999999999757459568e-01 9.999997655959769194e-01 9.999993038604675366e-01
1.564300000000000068e+02 9.999999999757519520e-01 9.999997656304178140e-01 9.999993039281824814e-01
1.564350000000000023e+02 9.999999999757579472e-01 9.999997656647552358e-01 9.999993039956963647e-01
1.564399999999999977e+02 9.999999999757639424e-01 9.999997656989890737e-01 9.999993040630089647e-01
1.564449999999999932e+02 9.999999999757699376e-01 9.999997657331194389e-01 9.999993041301203922e-01
1.564500000000000171e+02 9.999999999757759328e-01 9.999997657671462203e-01 9.999993041970305363e-01
1.564550000000000125e+02 9.999999999757818170e-01 9.999997658010695289e-01 9.999993042637392859e-01
1.564600000000000080e+02 9.999999999757877012e-01 9.999997658348892537e-01 9.999993043302466411e-01
1.564650000000000034e+02 9.999999999757935853e-01 9.999997658686053947e-01 9.999993043965526018e-01
1.564699999999999989e+02 9.999999999757994695e-01 9.999997659022179519e-01 9.999993044626570571e-01
1.564749999999999943e+02 9.999999999758053537e-01 9.999997659357269253e-01 9.999993045285598958e-01
1.564799999999999898e+02 9.999999999758112379e-01 9.999997659691323149e-01 9.999993045942611181e-01
1.564850000000000136e+02 9.999999999758170111e-01 9.999997660024341206e-01 9.999993046597607238e-01
1.564900000000000091e+02 9.999999999758227842e-01 9.999997660356322315e-01 9.999993047250586020e-01
1.564950000000000045e+02 9.999999999758285574e-01 9.999997660687267587e-01 9.999993047901547527e-01
1.565000000000000000e+02 9.999999999758343305e-01 9.999997661017175909e-01 9.999993048550490649e-01
1.565049999999999955e+02 9.999999999758401037e-01 9.999997661346047284e-01 9.999993049197415385e-01
1.565099999999999909e+02 9.999999999758458769e-01 9.999997661673881710e-01 9.999993049842321735e-01
1.565150000000000148e+02 9.999999999758515390e-01 9.999997662000679188e-01 9.999993050485208590e-01
1.565200000000000102e+02 9.999999999758572011e-01 9.999997662326439718e-01 9.999993051126074839e-01
1.565250000000000057e+02 9.999999999758628633e-01 9.999997662651163299e-01 9.999993051764920482e-01
1.565300000000000011e+02 9.999999999758685254e-01 9.999997662974849932e-01 9.999993052401745519e-01
1.565349999999999966e+02 9.999999999758741875e-01 9.999997663297498507e-01 9.999993053036548840e-01
1.565399999999999920e+02 9.999999999758798497e-01 9.999997663619110133e-01 9.999993053669330445e-01
1.565450000000000159e+02 9.999999999758854008e-01 9.999997663939683701e-01 9.999993054300089224e-01
1.565500000000000114e+02 9.999999999758909519e-01 9.999997664259220320e-01 9.999993054928825176e-01
1.565550000000000068e+02 9.999999999758965030e-01 9.999997664577718881e-01 9.999993055555537191e-01
1.565600000000000023e+02 9.999999999759020541e-01 9.999997664895179383e-01 9.999993056180225270e-01
1.565649999999999977e+02 9.999999999759076053e-01 9.999997665211601827e-01 9.999993056802889413e-01
1.565699999999999932e+02 9.999999999759131564e-01 9.999997665526986212e-01 9.999993057423528509e-01
1.565750000000000171e+02 9.999999999759185965e-01 9.999997665841331429e-01 9.999993058042141447e-01
1.565800000000000125e+02 9.999999999759240366e-01 9.999997666154638587e-01 9.999993058658729339e-01
1.565850000000000080e+02 9.999999999759294766e-01 9.999997666466907686e-01 9.999993059273291074e-01
1.565900000000000034e+02 9.999999999759349167e-01 9.999997666778137617e-01 9.999993059885825541e-01
1.565949999999999989e+02 9.999999999759403568e-01 9.999997667088328379e-01 9.999993060496332742e-01
1.565999999999999943e+02 9.999999999759457969e-01 9.999997667397481083e-01 9.999993061104811565e-01
1.566049999999999898e+02 9.999999999759511260e-01 9.999997667705594617e-01 9.999993061711263120e-01
1.566100000000000136e+02 9.999999999759564551e-01 9.999997668012668983e-01 9.999993062315685188e-01
1.566150000000000091e+02 9.999999999759617841e-01 9.999997668318704180e-01 9.999993062918078879e-01
1.566200000000000045e+02 9.999999999759671132e-01 9.999997668623699099e-01 9.999993063518441971e-01
1.566250000000000000e+02 9.999999999759724423e-01 9.999997668927654848e-01 9.999993064116775576e-01
1.566299999999999955e+02 9.999999999759777713e-01 9.999997669230571429e-01 9.999993064713078583e-01
1.566349999999999909e+02 9.999999999759829894e-01 9.999997669532447730e-01 9.999993065307350992e-01
1.566400000000000148e+02 9.999999999759882074e-01 9.999997669833284863e-01 9.999993065899591693e-01
1.566450000000000102e+02 9.999999999759934255e-01 9.999997670133081717e-01 9.999993066489800686e-01
1.566500000000000057e+02 9.999999999759986435e-01 9.999997670431838293e-01 9.999993067077976860e-01
1.566550000000000011e+02 9.999999999760038616e-01 9.999997670729554589e-01 9.999993067664120217e-01
1.566599999999999966e+02 9.999999999760090796e-01 9.999997671026230606e-01 9.999993068248230754e-01
1.566649999999999920e+02 9.999999999760141867e-01 9.999997671321866344e-01 9.999993068830307363e-01
1.566700000000000159e+02 9.999999999760192937e-01 9.999997671616461803e-01 9.999993069410350044e-01
1.566750000000000114e+02 9.999999999760244007e-01 9.999997671910016983e-01 9.999993069988357686e-01
1.566800000000000068e+02 9.999999999760295077e-01 9.999997672202531884e-01 9.999993070564330289e-01
1.566850000000000023e+02 9.999999999760346148e-01 9.999997672494005396e-01 9.999993071138266743e-01
1.566899999999999977e+02 9.999999999760397218e-01 9.999997672784438629e-01 9.999993071710168158e-01
1.566949999999999932e+02 9.999999999760447178e-01 9.999997673073830473e-01 9.999993072280032314e-01
1.567000000000000171e+02 9.999999999760497138e-01 9.999997673362180928e-01 9.999993072847860320e-01
1.567050000000000125e+02 9.999999999760547098e-01 9.999997673649491103e-01 9.999993073413651068e-01
1.567100000000000080e+02 9.999999999760597058e-01 9.999997673935759890e-01 9.999993073977404556e-01
1.567150000000000034e+02 9.999999999760647018e-01 9.999997674220987287e-01 9.999993074539119675e-01
1.567199999999999989e+02 9.999999999760696978e-01 9.999997674505172185e-01 9.999993075098796425e-01
1.567249999999999943e+02 9.999999999760745828e-01 9.999997674788315694e-01 9.999993075656433694e-01
1.567299999999999898e+02 9.999999999760794678e-01 9.999997675070417813e-01 9.999993076212031484e-01
1.567350000000000136e+02 9.999999999760843528e-01 9.999997675351478543e-01 9.999993076765589795e-01
1.567400000000000091e+02 9.999999999760892377e-01 9.999997675631496774e-01 9.999993077317107515e-01
1.567450000000000045e+02 9.999999999760941227e-01 9.999997675910473616e-01 9.999993077866584645e-01
1.567500000000000000e+02 9.999999999760990077e-01 9.999997676188407958e-01 9.999993078414021186e-01
1.567549999999999955e+02 9.999999999761037817e-01 9.999997676465299801e-01 9.999993078959416026e-01
1.567599999999999909e+02 9.999999999761085556e-01 9.999997676741149144e-01 9.999993079502769167e-01
1.567650000000000148e+02 9.999999999761133296e-01 9.999997677015957098e-01 9.999993080044079496e-01
1.567700000000000102e+02 9.999999999761181035e-01 9.999997677289722553e-01 9.999993080583347016e-01
1.567750000000000057e+02 9.999999999761228775e-01 9.999997677562444398e-01 9.999993081120571725e-01
1.567800000000000011e+02 9.999999999761276515e-01 9.999997677834123744e-01 9.999993081655752514e-01
1.567849999999999966e+02 9.999999999761324254e-01 9.999997678104760590e-01 9.999993082188889382e-01
1.567899999999999920e+02 9.999999999761370884e-01 9.999997678374354937e-01 9.999993082719982329e-01
1.567950000000000159e+02 9.999999999761417513e-01 9.999997678642905674e-01 9.999993083249030246e-01
1.568000000000000114e+02 9.999999999761464142e-01 9.999997678910413912e-01 9.999993083776033131e-01
1.568050000000000068e+02 9.999999999761510772e-01 9.999997679176878540e-01 9.999993084300989876e-01
1.568100000000000023e+02 9.999999999761557401e-01 9.999997679442299559e-01 9.999993084823900480e-01
1.568149999999999977e+02 9.999999999761604030e-01 9.999997679706678078e-01 9.999993085344764943e-01
1.568199999999999932e+02 9.999999999761649550e-01 9.999997679970012987e-01 9.999993085863583264e-01
1.568250000000000171e+02 9.999999999761695069e-01 9.999997680232304287e-01 9.999993086380354335e-01
1.568300000000000125e+02 9.999999999761740588e-01 9.999997680493551977e-01 9.999993086895077044e-01
1.568350000000000080e+02 9.999999999761786107e-01 9.999997680753756057e-01 9.999993087407752501e-01
1.568400000000000034e+02 9.999999999761831626e-01 9.999997681012916528e-01 9.999993087918379597e-01
1.568449999999999989e+02 9.999999999761877145e-01 9.999997681271032279e-01 9.999993088426957222e-01
1.568499999999999943e+02 9.999999999761921554e-01 9.999997681528104421e-01 9.999993088933486485e-01
1.568549999999999898e+02 9.999999999761965963e-01 9.999997681784132952e-01 9.999993089437966276e-01
1.568600000000000136e+02 9.999999999762010372e-01 9.999997682039116764e-01 9.999993089940395485e-01
1.568650000000000091e+02 9.999999999762054781e-01 9.999997682293055856e-01 9.999993090440775223e-01
1.568700000000000045e+02 9.999999999762099190e-01 9.999997682545951339e-01 9.999993090939104379e-01
1.568750000000000000e+02 9.999999999762143599e-01 9.999997682797802101e-01 9.999993091435381842e-01
1.568799999999999955e+02 9.999999999762186897e-01 9.999997683048608144e-01 9.999993091929607614e-01
1.568849999999999909e+02 9.999999999762230196e-01 9.999997683298369466e-01 9.999993092421781693e-01
1.568900000000000148e+02 9.999999999762273495e-01 9.999997683547086069e-01 9.999993092911904080e-01
1.568950000000000102e+02 9.999999999762316794e-01 9.999997683794757952e-01 9.999993093399973665e-01
1.569000000000000057e+02 9.999999999762360092e-01 9.999997684041385115e-01 9.999993093885990447e-01
1.569050000000000011e+02 9.999999999762403391e-01 9.999997684286967559e-01 9.999993094369954427e-01
1.569099999999999966e+02 9.999999999762445579e-01 9.999997684531505282e-01 9.999993094851864495e-01
1.569149999999999920e+02 9.999999999762487768e-01 9.999997684774997175e-01 9.999993095331720649e-01
1.569200000000000159e+02 9.999999999762529956e-01 9.999997685017444349e-01 9.999993095809521781e-01
1.569250000000000114e+02 9.999999999762572145e-01 9.999997685258845692e-01 9.999993096285269001e-01
1.569300000000000068e+02 9.999999999762614333e-01 9.999997685499202316e-01 9.999993096758961197e-01
1.569350000000000023e+02 9.999999999762656522e-01 9.999997685738513109e-01 9.999993097230597261e-01
